StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q2.2,Q2.3_1,Q2.3_2,Q2.3_3,Q2.4,Q2.4_3_TEXT,Q2.5,Q2.5_3_TEXT,Q2.6,Q2.6_3_TEXT,Q2.7,Q2.8,Q2.9,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_9_TEXT,Q4.1,Q4.2_1,Q4.3_1_1,Q4.3_1_2,Q4.3_1_3,Q4.3_1_4,Q4.3_1_5,Q4.3_2_1,Q4.3_2_2,Q4.3_2_3,Q4.3_2_4,Q4.3_2_5,Q4.3_3_1,Q4.3_3_2,Q4.3_3_3,Q4.3_3_4,Q4.3_3_5,Q4.3_4_1,Q4.3_4_2,Q4.3_4_3,Q4.3_4_4,Q4.3_4_5,Q4.4_1,Q4.5_1,Q5.1,Q5.2_1,Q5.3_1,Q5.4_1,Q5.5_1_1,Q5.5_1_2,Q5.5_1_3,Q5.5_1_4,Q5.5_1_5,Q5.5_2_1,Q5.5_2_2,Q5.5_2_3,Q5.5_2_4,Q5.5_2_5,Q5.5_3_1,Q5.5_3_2,Q5.5_3_3,Q5.5_3_4,Q5.5_3_5,Q5.5_4_1,Q5.5_4_2,Q5.5_4_3,Q5.5_4_4,Q5.5_4_5,Q5.6_1,Q5.7_1,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q6.10,Q6.11,Q6.12,Q7.1,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q49_10,Q49_11,Q49_12,Q49_13,Q49_14,Q49_15,Q49_16,Q49_17,Q49_18,Q49_19,Q49_20,Q49_21,Q49_22,Q49_23,Q49_24,Q49_25,Q49_26,Q49_27,Q49_28,Q49_29,Q49_30,Q49_31,Q49_32,Q49_33,Q49_34,Q49_35,Q49_36,Q49_37,Q49_38,Q49_39,Q49_40,Q49_41,Q49_42,Q49_43,Q49_44,Q49_45,Q49_46,Q49_47,Q49_48,Q49_49,Q49_50,Q49_51,Q49_52,Q49_53,Q49_54,Q49_55,Q49_56,Q49_57,Q49_58,Q49_59,Q49_60,Q49_61,Q49_62,Q49_63,Q49_64,Q49_65,Q49_66,Q49_67,Q49_68,Q49_69,Q49_70,Q49_71,Q49_72,Q49_73,Q49_74,Q49_75,Q49_76,Q49_77,Q49_78,Q49_79,Q49_80,Q49_81,Q49_82,Q49_83,Q49_84,Q49_85,Q49_86,Q49_87,Q49_88,Q49_89,Q49_90,SC0,SC1
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_TEXT""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID3_2""}","{""ImportId"":""QID3_3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID4_3_TEXT""}","{""ImportId"":""QID5""}","{""ImportId"":""QID5_3_TEXT""}","{""ImportId"":""QID6""}","{""ImportId"":""QID6_3_TEXT""}","{""ImportId"":""QID7""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14"",""choiceId"":""1""}","{""ImportId"":""QID14"",""choiceId"":""2""}","{""ImportId"":""QID14"",""choiceId"":""3""}","{""ImportId"":""QID14"",""choiceId"":""4""}","{""ImportId"":""QID14"",""choiceId"":""5""}","{""ImportId"":""QID14"",""choiceId"":""6""}","{""ImportId"":""QID14"",""choiceId"":""7""}","{""ImportId"":""QID14"",""choiceId"":""8""}","{""ImportId"":""QID14"",""choiceId"":""9""}","{""ImportId"":""QID14_9_TEXT""}","{""ImportId"":""QID17""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID22_1"",""choiceId"":""1""}","{""ImportId"":""QID22_1"",""choiceId"":""2""}","{""ImportId"":""QID22_1"",""choiceId"":""3""}","{""ImportId"":""QID22_1"",""choiceId"":""4""}","{""ImportId"":""QID22_1"",""choiceId"":""5""}","{""ImportId"":""QID22_2"",""choiceId"":""1""}","{""ImportId"":""QID22_2"",""choiceId"":""2""}","{""ImportId"":""QID22_2"",""choiceId"":""3""}","{""ImportId"":""QID22_2"",""choiceId"":""4""}","{""ImportId"":""QID22_2"",""choiceId"":""5""}","{""ImportId"":""QID22_3"",""choiceId"":""1""}","{""ImportId"":""QID22_3"",""choiceId"":""2""}","{""ImportId"":""QID22_3"",""choiceId"":""3""}","{""ImportId"":""QID22_3"",""choiceId"":""4""}","{""ImportId"":""QID22_3"",""choiceId"":""5""}","{""ImportId"":""QID22_4"",""choiceId"":""1""}","{""ImportId"":""QID22_4"",""choiceId"":""2""}","{""ImportId"":""QID22_4"",""choiceId"":""3""}","{""ImportId"":""QID22_4"",""choiceId"":""4""}","{""ImportId"":""QID22_4"",""choiceId"":""5""}","{""ImportId"":""QID23_1""}","{""ImportId"":""QID24_1""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26_1""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID31_1""}","{""ImportId"":""QID27_1"",""choiceId"":""1""}","{""ImportId"":""QID27_1"",""choiceId"":""2""}","{""ImportId"":""QID27_1"",""choiceId"":""3""}","{""ImportId"":""QID27_1"",""choiceId"":""4""}","{""ImportId"":""QID27_1"",""choiceId"":""5""}","{""ImportId"":""QID27_2"",""choiceId"":""1""}","{""ImportId"":""QID27_2"",""choiceId"":""2""}","{""ImportId"":""QID27_2"",""choiceId"":""3""}","{""ImportId"":""QID27_2"",""choiceId"":""4""}","{""ImportId"":""QID27_2"",""choiceId"":""5""}","{""ImportId"":""QID27_3"",""choiceId"":""1""}","{""ImportId"":""QID27_3"",""choiceId"":""2""}","{""ImportId"":""QID27_3"",""choiceId"":""3""}","{""ImportId"":""QID27_3"",""choiceId"":""4""}","{""ImportId"":""QID27_3"",""choiceId"":""5""}","{""ImportId"":""QID27_4"",""choiceId"":""1""}","{""ImportId"":""QID27_4"",""choiceId"":""2""}","{""ImportId"":""QID27_4"",""choiceId"":""3""}","{""ImportId"":""QID27_4"",""choiceId"":""4""}","{""ImportId"":""QID27_4"",""choiceId"":""5""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID32""}","{""ImportId"":""QID34""}","{""ImportId"":""QID35""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID38""}","{""ImportId"":""QID39""}","{""ImportId"":""QID40""}","{""ImportId"":""QID41""}","{""ImportId"":""QID42""}","{""ImportId"":""QID43""}","{""ImportId"":""QID44""}","{""ImportId"":""QID45_TEXT""}","{""ImportId"":""QID49"",""choiceId"":""1""}","{""ImportId"":""QID49"",""choiceId"":""2""}","{""ImportId"":""QID49"",""choiceId"":""3""}","{""ImportId"":""QID49"",""choiceId"":""4""}","{""ImportId"":""QID49"",""choiceId"":""5""}","{""ImportId"":""QID49"",""choiceId"":""6""}","{""ImportId"":""QID49"",""choiceId"":""7""}","{""ImportId"":""QID49"",""choiceId"":""8""}","{""ImportId"":""QID49"",""choiceId"":""9""}","{""ImportId"":""QID49"",""choiceId"":""10""}","{""ImportId"":""QID49"",""choiceId"":""11""}","{""ImportId"":""QID49"",""choiceId"":""12""}","{""ImportId"":""QID49"",""choiceId"":""13""}","{""ImportId"":""QID49"",""choiceId"":""14""}","{""ImportId"":""QID49"",""choiceId"":""15""}","{""ImportId"":""QID49"",""choiceId"":""16""}","{""ImportId"":""QID49"",""choiceId"":""17""}","{""ImportId"":""QID49"",""choiceId"":""18""}","{""ImportId"":""QID49"",""choiceId"":""19""}","{""ImportId"":""QID49"",""choiceId"":""20""}","{""ImportId"":""QID49"",""choiceId"":""21""}","{""ImportId"":""QID49"",""choiceId"":""22""}","{""ImportId"":""QID49"",""choiceId"":""23""}","{""ImportId"":""QID49"",""choiceId"":""24""}","{""ImportId"":""QID49"",""choiceId"":""25""}","{""ImportId"":""QID49"",""choiceId"":""26""}","{""ImportId"":""QID49"",""choiceId"":""27""}","{""ImportId"":""QID49"",""choiceId"":""28""}","{""ImportId"":""QID49"",""choiceId"":""29""}","{""ImportId"":""QID49"",""choiceId"":""30""}","{""ImportId"":""QID49"",""choiceId"":""31""}","{""ImportId"":""QID49"",""choiceId"":""32""}","{""ImportId"":""QID49"",""choiceId"":""33""}","{""ImportId"":""QID49"",""choiceId"":""34""}","{""ImportId"":""QID49"",""choiceId"":""35""}","{""ImportId"":""QID49"",""choiceId"":""36""}","{""ImportId"":""QID49"",""choiceId"":""37""}","{""ImportId"":""QID49"",""choiceId"":""38""}","{""ImportId"":""QID49"",""choiceId"":""39""}","{""ImportId"":""QID49"",""choiceId"":""40""}","{""ImportId"":""QID49"",""choiceId"":""41""}","{""ImportId"":""QID49"",""choiceId"":""42""}","{""ImportId"":""QID49"",""choiceId"":""43""}","{""ImportId"":""QID49"",""choiceId"":""44""}","{""ImportId"":""QID49"",""choiceId"":""45""}","{""ImportId"":""QID49"",""choiceId"":""46""}","{""ImportId"":""QID49"",""choiceId"":""47""}","{""ImportId"":""QID49"",""choiceId"":""48""}","{""ImportId"":""QID49"",""choiceId"":""49""}","{""ImportId"":""QID49"",""choiceId"":""50""}","{""ImportId"":""QID49"",""choiceId"":""51""}","{""ImportId"":""QID49"",""choiceId"":""52""}","{""ImportId"":""QID49"",""choiceId"":""53""}","{""ImportId"":""QID49"",""choiceId"":""54""}","{""ImportId"":""QID49"",""choiceId"":""55""}","{""ImportId"":""QID49"",""choiceId"":""56""}","{""ImportId"":""QID49"",""choiceId"":""57""}","{""ImportId"":""QID49"",""choiceId"":""58""}","{""ImportId"":""QID49"",""choiceId"":""59""}","{""ImportId"":""QID49"",""choiceId"":""60""}","{""ImportId"":""QID49"",""choiceId"":""61""}","{""ImportId"":""QID49"",""choiceId"":""62""}","{""ImportId"":""QID49"",""choiceId"":""63""}","{""ImportId"":""QID49"",""choiceId"":""64""}","{""ImportId"":""QID49"",""choiceId"":""65""}","{""ImportId"":""QID49"",""choiceId"":""66""}","{""ImportId"":""QID49"",""choiceId"":""67""}","{""ImportId"":""QID49"",""choiceId"":""68""}","{""ImportId"":""QID49"",""choiceId"":""69""}","{""ImportId"":""QID49"",""choiceId"":""70""}","{""ImportId"":""QID49"",""choiceId"":""71""}","{""ImportId"":""QID49"",""choiceId"":""72""}","{""ImportId"":""QID49"",""choiceId"":""73""}","{""ImportId"":""QID49"",""choiceId"":""74""}","{""ImportId"":""QID49"",""choiceId"":""75""}","{""ImportId"":""QID49"",""choiceId"":""76""}","{""ImportId"":""QID49"",""choiceId"":""77""}","{""ImportId"":""QID49"",""choiceId"":""78""}","{""ImportId"":""QID49"",""choiceId"":""79""}","{""ImportId"":""QID49"",""choiceId"":""80""}","{""ImportId"":""QID49"",""choiceId"":""81""}","{""ImportId"":""QID49"",""choiceId"":""82""}","{""ImportId"":""QID49"",""choiceId"":""83""}","{""ImportId"":""QID49"",""choiceId"":""84""}","{""ImportId"":""QID49"",""choiceId"":""85""}","{""ImportId"":""QID49"",""choiceId"":""86""}","{""ImportId"":""QID49"",""choiceId"":""87""}","{""ImportId"":""QID49"",""choiceId"":""88""}","{""ImportId"":""QID49"",""choiceId"":""89""}","{""ImportId"":""QID49"",""choiceId"":""90""}","{""ImportId"":""SC_9YMPo5yoeHkbPL0""}","{""ImportId"":""SC_7VXXTwdD3PYQ3FY""}"
3/27/23 16:41,3/27/23 17:05,IP Address,128.6.37.86,100,1405,TRUE,3/27/23 17:05,R_3sBmzKpyZUCI9sb,,,,,40.5511,-74.4606,anonymous,EN,052,19,March,27,2023,Cis female,,Other,,College,,Right-handed,United States of America,United States of America,English,,,,,,,,,,Yes,14,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,14,5,18,,,3,,,,,,Good,,,,Average,,,,,Average,,,15,Somewhat agree,Never,Frequently,Occasionally,Always,Never,Never,Always,Never,Never,Always,Very infrequently,Very infrequently,,,,pulmones,,zapato,,,,,,,,,,,,,,,,,,lampera,,,,,,,,,,,,,,,,,alfombra,,,,,,,,,ganar,,,camisa,,fomentar,,,,,besar,,seda,flaco,,,,,cabello,,,,,,,,,,,,,,,,,,,barato,,,prisa,clavel,72,11
3/30/23 23:31,3/30/23 23:36,IP Address,128.6.36.20,100,299,TRUE,3/30/23 23:36,R_2yedzSMYBXoMrEq,,,,,40.4992,-74.4996,anonymous,EN,217006778,19,March,31,2023,Cis male,,Heterosexual,,College,,Right-handed,Montenegro,United States of America,English,,,,,,,,,,Yes,10,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,14,4,18,,,Average,,,,,,Good,,,,,Good,,,,,Good,,20,Somewhat agree,Infrequently,Frequently,Never,Always,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,,,pellizcar,,batillón,zapato,,,,,,,,,,regar,abracer,floroso,,,,capillo,,,,,,,,,,pandilla,fatacidad,,aviso,,,,,torpe,alfombra,,,,,,,,,ganar,,,camisa,,fomentar,,,,,besar,matar,seda,,,orgulloso,,,cabello,alegre,,,,,,,,,,,tropaje,,,empirador,,,,,,,prisa,,67,3
4/3/23 12:52,4/3/23 13:05,IP Address,128.6.36.121,100,789,TRUE,4/3/23 13:05,R_3lAJgf5ydpxvHJr,,,,,40.488,-74.4544,anonymous,EN,JS,28,April,3,2023,Cis male,,Homosexual,,Graduate school,,Right-handed,China,United States of America,English,Spanish,,Chinese mandarin,,,,,,,No,13,,,Average,,5,,,Average,,5,,,Average,,5,,,Average,,5,75,5,No,20,10,20,,,Average,,,,,Average,,,,,Average,,,,,Average,,,40,Neither agree or disagree,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,,,pulmones,batillón,zapato,,pésimo,,hacha,,,,,yunque,,,floroso,,,,capillo,,,,,secuestro,,,,alardio,,,,,,,,,,alfombra,rebuscar,,,cuchara,,,,ladrón,ganar,,,camisa,,,nevar,,tacaño,plaudir,besar,matar,seda,flaco,,orgulloso,,,cabello,alegre,,,polvoriento,,,,,atar,tiburón,,,hormiga,pozo,,guante,,,barato,,,prisa,,63,19
4/3/23 13:07,4/3/23 13:11,IP Address,128.6.36.121,100,259,TRUE,4/3/23 13:11,R_2ql8Q5csxq6C4zq,,,,,40.488,-74.4544,anonymous,EN,AJ,24,April,3,2023,Cis male,,Homosexual,,Graduate school,,Right-handed,Spain,Spain,English,Spanish,,,,,,,Other,,No,12,,,Average,,5,,,Average,,5,,,Average,,5,,,Average,,5,58,5,Yes,21,15,21,,,,Good,,,,,Good,,,,,Good,,,,,Good,,53,Neither agree or disagree,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,,pellizcar,pulmones,,zapato,tergiversar,pésimo,,hacha,,cenefa,asesinato,helar,,regar,,,,,ávido,,lacayo,,látigo,bisagra,secuestro,,merodear,,alardio,pandilla,,,aviso,,loro,granuja,estornudar,torpe,alfombra,rebuscar,,canela,cuchara,jilguero,martillo,,ladrón,ganar,,,camisa,,fomentar,nevar,musgo,tacaño,,besar,matar,seda,flaco,,orgulloso,bizcocho,,cabello,alegre,engatusar,,polvoriento,,hervidor,,yacer,atar,tiburón,frondoso,,hormiga,pozo,,guante,,laúd,barato,,acantilado,prisa,clavel,67,56
4/4/23 09:50,4/4/23 09:53,IP Address,128.6.36.30,100,219,TRUE,4/4/23 09:53,R_2PechZtNdlGMycs,,,,,40.4992,-74.4996,anonymous,EN,095,19,April,4,2023,Cis male,,Heterosexual,,College,,Right-handed,Montenegro,United States of America,English,,,,,,,,,,Yes,12,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,14,4,18,,,3,,,,,Average,,,,,,Good,,,,,Good,,20,Neither agree or disagree,Never,Always,Never,Occasionally,Infrequently,Never,Never,Never,Never,Always,Never,Never,,,pellizcar,,batillón,zapato,,,cadeña,,,,,,,regar,,,,,,capillo,,,,,,,,,,,fatacidad,,aviso,,,,,torpe,alfombra,,,,cuchara,,,,,ganar,,candado,,,fomentar,,,,,,matar,seda,,,orgulloso,,hacido,,,,,,pemición,,,,,,,,,,,,,,barato,,,prisa,clavel,63,4
4/4/23 11:33,4/4/23 11:36,IP Address,63.97.50.10,100,168,TRUE,4/4/23 11:36,R_2TZTeVZDhX08wuW,,,,,32.8008,-96.7884,anonymous,EN,QSupport,test,,,,Other,test,Other,test,Other,test,Left-handed,Albania,Albania,,,,,,,,,Other,test,No,15,,,Average,,5,,,Average,,5,,,Average,,5,,,Average,,5,76,5,Yes,3,6,12,,,,,Very good,,,,,Very good,,,,,Very good,,,,,Very good,96,Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,test,,pellizcar,pulmones,,zapato,,pésimo,,hacha,,,asesinato,,yunque,regar,,,,,,,,,látigo,bisagra,secuestro,,merodear,,,pandilla,,,aviso,,loro,,estornudar,torpe,alfombra,rebuscar,,canela,cuchara,,martillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,22
4/4/23 11:31,4/4/23 11:37,IP Address,128.6.36.253,100,405,TRUE,4/4/23 11:37,R_3gOA1C9pf6ptWz8,,,,,40.5511,-74.4606,anonymous,EN,CorrectQ49,20,January,1,2023,Cis male,,Prefer not to say,,Graduate school,,Right-handed,United States of America,United States of America,English,Spanish,,,,,,,,,Yes,9,,Poor,,,5,,Poor,,,5,,Poor,,,5,,Poor,,,5,41,5,No,14,8,16,,Poor,,,,,Poor,,,,,Poor,,,,,Poor,,,,41,Neither agree or disagree,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,,pellizcar,pulmones,,zapato,tergiversar,pésimo,,hacha,,cenefa,asesinato,helar,yunque,regar,,,,,ávido,,lacayo,,látigo,bisagra,secuestro,,merodear,,,pandilla,,,aviso,,loro,granuja,estornudar,torpe,alfombra,rebuscar,,canela,cuchara,jilguero,martillo,,ladrón,ganar,,candado,camisa,,fomentar,nevar,musgo,tacaño,,besar,matar,seda,flaco,,orgulloso,bizcocho,,cabello,alegre,engatusar,,polvoriento,,hervidor,,yacer,atar,tiburón,frondoso,,hormiga,pozo,,guante,,laúd,barato,,acantilado,prisa,clavel,55,60
4/4/23 16:57,4/4/23 17:06,IP Address,47.16.26.218,100,557,TRUE,4/4/23 17:06,R_2wRYHptExDVvwGw,,,,,40.918,-73.9619,anonymous,EN,004,20,April,4,2023,Cis female,,Heterosexual,,College,,Right-handed,Albania,United States of America,English,,,Chinese mandarin,,,,,Other,Albanian,Yes,20,,,,,5,,,,,5,,,,,5,,,,,5,91,5,No,19,2,19,,,Average,,,,,Average,,,,,Average,,,,,Average,,,15,Somewhat disagree,Never,Frequently,Occasionally,Frequently,Never,Never,Frequently,Never,Very infrequently,Frequently,Never,Never,"Since my Spanish ability is not the strongest, I do not find myself switching or looking for the word when I forget in English as much as I do with Albanian which I am more comfortable with. ",terzo,,pulmones,batillón,zapato,,pésimo,cadeña,,antar,,asesinato,helar,,regar,abracer,floroso,arsa,,ávido,capillo,,lampera,látigo,,secuestro,acutación,,decar,alardio,pandilla,fatacidad,,aviso,,loro,granuja,,,,rebuscar,cadallo,canela,,,martillo,cartinar,ladrón,ganar,flamida,candado,camisa,,fomentar,nevar,,tacaño,plaudir,besar,matar,seda,flaco,esposante,,,hacido,cabello,alegre,engatusar,,polvoriento,pemición,hervidor,cintro,yacer,,tiburón,frondoso,tropaje,hormiga,pozo,empirador,guante,escuto,,barato,grodo,acantilado,prisa,,65,-9
4/4/23 20:15,4/4/23 20:23,IP Address,108.50.227.138,100,525,TRUE,4/4/23 20:23,R_2WHgR22c0b2OJ0O,,,,,40.5704,-74.5369,anonymous,EN,021,20,April,4,2023,Cis female,,Heterosexual,,College,,Right-handed,Philippines,United States of America,English,Spanish,,,,,,,,,Yes,14,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,5,0,20,,2,,,,,,Average,,,,,Average,,,,,Average,,,5,Somewhat disagree,Infrequently,Always,Infrequently,Always,Never,Never,Always,Never,Never,Always,Occasionally,Frequently,,,,,,zapato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,torpe,,,,,cuchara,,martillo,,,ganar,,,camisa,,,,,,,,,,,,,,,cabello,,,,,,,,,,,,,,,,,,,barato,,,,,72,8
4/14/23 16:32,4/14/23 16:38,IP Address,24.228.180.109,100,395,TRUE,4/14/23 16:38,R_3nekXEjtkuXP0Ju,,,,,40.5802,-74.3594,anonymous,EN,010,21,May,14,2023,Cis female,,Heterosexual,,College,,Right-handed,India,United States of America,English,,,,,,,,,,Yes,15,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,21,1,21,1,,,,,,,Average,,,,Poor,,,,,Poor,,,,1,Disagree,Never,Frequently,Never,Frequently,Never,Never,Very infrequently,Never,Never,Frequently,Occasionally,Frequently,I started learning spanish last semester.,,,,batillón,zapato,,,,,antar,,,,,,abracer,,,,,,,,,,,,,,,,,,,,,,,,,rebuscar,,,,,,cartinar,,,,,camisa,,,,,,,,,,,,,,,cabello,,engatusar,,,,,,,,,,,,,,,,,,,,,,60,-3
4/20/23 22:40,4/20/23 22:46,IP Address,128.6.36.124,100,352,TRUE,4/20/23 22:46,R_29taMg0WssYVLjv,,,,,40.488,-74.4544,anonymous,EN,065,19,April,21,2023,Cis male,,Heterosexual,,College,,Left-handed,United States of America,United States of America,English,,,,,,,,,,Yes,13,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,10,6,15,,2,,,,,Poor,,,,,,Average,,,,,Average,,,5,Somewhat disagree,Never,Frequently,Infrequently,Frequently,Never,Never,Frequently,Never,Very infrequently,Frequently,Never,Very infrequently,,,,,batillón,zapato,,pésimo,cadeña,,,,,helar,,,abracer,,,,,capillo,,lampera,,,,,,decar,,,,,,,,granuja,estornudar,,,rebuscar,,,cuchara,,martillo,,,ganar,,,camisa,,fomentar,,,,,besar,matar,,flaco,esposante,,,,cabello,,,,,pemición,,,,,tiburón,,,,,,,,,barato,,,prisa,,63,2
4/24/23 11:16,4/24/23 11:20,IP Address,128.6.37.167,100,221,TRUE,4/24/23 11:20,R_qz6fHOld78VF0ch,,,,,40.5511,-74.4606,anonymous,EN,KA,9,March,6,1902,Cis female,,Homosexual,,College,,Left-handed,Algeria,Algeria,English,Spanish,,,,,,,,,No,11,,,Average,,5,,,Average,,5,,,Average,,5,,,Average,,5,52,5,Yes,12,10,13,,,Average,,,,,Average,,,,,Average,,,,,Average,,,38,Neither agree or disagree,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,terzo,,pulmones,,zapato,,pésimo,,hacha,antar,,asesinato,helar,yunque,regar,,,,,,capillo,,,látigo,,secuestro,,,,,pandilla,,,aviso,,loro,,estornudar,torpe,alfombra,rebuscar,,canela,cuchara,,martillo,,ladrón,ganar,,candado,camisa,,fomentar,nevar,,tacaño,,besar,matar,,flaco,,orgulloso,bizcocho,,cabello,alegre,,temblo,polvoriento,,,,,atar,tiburón,,,hormiga,pozo,,guante,,,barato,,acantilado,prisa,clavel,63,36
4/25/23 09:02,4/25/23 09:06,IP Address,128.6.37.81,100,255,TRUE,4/25/23 09:06,R_1QmElFxV5nmxZEh,,,,,40.5511,-74.4606,anonymous,EN,032,20,April,25,2023,Cis female,,Heterosexual,,College,,Right-handed,United States of America,United States of America,English,Spanish,,,,,,,,,Yes,13,,,,,5,,,,,5,,,,,5,,,,,5,100,5,No,13,5,20,,2,,,,,Poor,,,,,,,Good,,,,Average,,,2,Somewhat disagree,Infrequently,Frequently,Infrequently,Always,Never,Never,Always,Never,Never,Very infrequently,Never,Never,,,,,,zapato,,pésimo,,hacha,antar,,,,,,,,,,,capillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,ganar,,,camisa,vegada,,,,,,besar,,,,,,,hacido,cabello,,,,,,,,,,,,,,,,,,,,,,,,63,-1
