num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.stopped,exp1_trial_key.keys,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp1_key.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate
141,l2,t,es,f0u,../audio/141.wav,,l2_t_es_f0u_141,,,,,,,../image/dog.png,../image/backpack.png,dog,lshift,1,dog,backpack,dog,backpack,None,,,,,,,,,,0,38,38,45,,,,,,,,,,,,,,,,,,,273.8754472,274.0793874,lshift,1,[2.043692750041373],274.1196582,274.8364149,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
22,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/dog.png,../image/cat.png,cat,rshift,1,cat,dog,dog,cat,None,,,,,,,,,,0,39,39,36,,,,,,,,,,,,,,,,,,,276.1740557,276.3800503,rshift,1,[2.0187132919672877],276.420089,277.1356661,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
24,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/bed.png,../image/jug.png,jug,rshift,1,jug,bed,bed,jug,None,,,,,,,,,,0,40,40,38,,,,,,,,,,,,,,,,,,,278.4459688,278.6460268,None,0,,278.6863998,279.4024855,283.6755849,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
118,l2,f,se,na,../audio/118.wav,,l2_f_se_na_118,,,,,,,../image/icecream.png,../image/donut.png,donut,rshift,1,donut,icecream,icecream,donut,None,,,,,,,,,,0,41,41,22,,,,,,,,,,,,,,,,,,,283.6755849,283.8959857,rshift,1,[1.6340555830392987],283.9199867,284.6529771,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
119,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/penthouse.png,../image/rocket.png,penthouse,lshift,1,penthouse,rocket,penthouse,rocket,None,,,,,,,,,,0,42,42,23,,,,,,,,,,,,,,,,,,,285.5766955,285.7799364,lshift,1,[2.2171629169024527],285.8194443,286.5366688,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
28,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/pants.png,../image/glasses.png,glasses,rshift,1,glasses,pants,pants,glasses,None,,,,,,,,,,0,43,43,42,,,,,,,,,,,,,,,,,,,288.0464802,288.2531219,rshift,1,[1.9528775829821825],288.2863275,289.0133162,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
30,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/flipflops.png,../image/boy.png,boy,rshift,1,boy,flipflops,flipflops,boy,None,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,290.2562278,290.4625727,rshift,1,[2.468942000064999],290.5015138,291.2172475,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
104,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/shirt.png,../image/bag.png,bag,rshift,1,bag,shirt,shirt,bag,None,,,,,,,,,,0,45,45,8,,,,,,,,,,,,,,,,,,,292.9763965,293.1864303,rshift,1,[1.9218527080956846],293.21601,293.9465754,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
96,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/woman.png,../image/cat.png,cat,rshift,1,cat,woman,woman,cat,../image/,,,,,,,,,,0,46,46,0,,,,,,,,,,,,,,,,,,,295.1554483,295.3627494,rshift,1,[1.6891012080013752],295.4031071,296.1199701,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
122,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/desk.png,../image/chair.png,chair,rshift,1,chair,desk,desk,chair,None,,,,,,,,,,0,47,47,26,,,,,,,,,,,,,,,,,,,297.0971968,297.3029828,rshift,1,[2.804833583999425],297.3462873,298.0631948,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
21,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/jacket.png,../image/flipflops.png,jacket,lshift,1,jacket,flipflops,jacket,flipflops,None,,,,,,,,,,0,48,48,35,,,,,,,,,,,,,,,,,,,300.1595027,300.3632912,lshift,1,[2.186440792051144],300.4015132,301.1196109,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
114,l2,f,se,na,../audio/114.wav,,l2_f_se_na_114,,,,,,,../image/jeans.png,../image/sweatpants.png,sweatpants,rshift,1,sweatpants,jeans,jeans,sweatpants,None,,,,,,,,,,0,49,49,18,,,,,,,,,,,,,,,,,,,302.5931614,302.8034714,lshift,0,[2.023936292040162],302.833618,303.5626024,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
101,l2,f,en,na,../audio/101.wav,,l2_f_en_na_101,,,,,,,../image/computer.png,../image/bag.png,computer,lshift,1,computer,bag,computer,bag,None,,,,,,,,,,0,50,50,5,,,,,,,,,,,,,,,,,,,304.8729413,305.0791488,lshift,1,[2.078134916955605],305.118019,305.8299267,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
128,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/cups.png,../image/kids.png,kids,rshift,1,kids,cups,cups,kids,None,,,,,,,,,,0,51,51,32,,,,,,,,,,,,,,,,,,,307.2073767,307.4129544,rshift,1,[1.6109467080095783],307.4503082,308.1699214,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
105,l2,f,en,na,../audio/105.wav,,l2_f_en_na_105,,,,,,,../image/bed.png,../image/plane.png,bed,lshift,1,bed,plane,bed,plane,None,,,,,,,,,,0,52,52,9,,,,,,,,,,,,,,,,,,,309.0730941,309.2792102,lshift,1,[1.5791044579818845],309.3192472,310.0359003,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
150,l2,t,es,f0u,../audio/150.wav,,l2_t_es_f0u_150,,,,,,,../image/cat.png,../image/key.png,key,rshift,1,key,cat,cat,key,None,,,,,,,,,,0,53,53,54,,,,,,,,,,,,,,,,,,,310.9047902,311.112653,lshift,0,[1.8040941670769826],311.1520341,311.8693645,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
117,l2,f,se,na,../audio/117.wav,,l2_f_se_na_117,,,,,,,../image/spongebob.png,../image/mickeymouse.png,spongebob,lshift,1,spongebob,mickeymouse,spongebob,mickeymouse,None,,,,,,,,,,0,54,54,21,,,,,,,,,,,,,,,,,,,312.9562675,313.1675153,lshift,1,[2.155613583046943],313.200654,313.9202783,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,349.2589264,349.4536983,349.5021573,350.2127017,354.4813473,"['lshift', 'lshift']","[1.8798805410042405, 4.57071487500798]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,354.4813473,354.7031777,354.7294253,355.4533415,359.732322,['lshift'],[1.980182999977842],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,359.732322,359.9530651,359.9793683,360.7126366,364.9741191,"['lshift', 'rshift']","[1.647331124986522, 2.1630083339987323]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,364.9741191,365.2026397,365.218103,365.9627767,370.2330003,['rshift'],[1.5605478750076145],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,370.2330003,370.4529076,370.4793896,371.212715,375.4721195,['rshift'],[1.3188284169882536],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,375.4721195,375.702706,375.7167013,376.4626228,380.7212544,['rshift'],[2.950151457916945],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,380.7212544,380.9528076,380.9671662,381.71113,385.9713913,['lshift'],[1.3674896250013262],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,385.9713913,386.2027129,386.2177061,386.9621875,391.2045061,"['lshift', 'rshift']","[1.3273042080691084, 3.1804692080477253]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,395.8856765,396.0860309,396.129025,396.8453643,401.1034404,['lshift'],[1.3898859169567004],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,401.1034404,401.3358777,401.3447141,402.0944527,406.3538202,['lshift'],[1.1812091660685837],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,406.3538202,406.5860745,406.6019989,407.3453236,411.6114349,['rshift'],[1.3777526250341907],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,411.6114349,411.8354774,411.8504466,412.5957471,416.8460582,['rshift'],[1.5181565419770777],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,416.8460582,417.0842755,417.0950409,417.8447407,422.1026047,['rshift'],[1.4208923330297694],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,422.1026047,422.3361633,422.3440559,423.0959046,427.3514025,"['lshift', 'rshift']","[1.1932624169858173, 1.3271712498972192]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,427.3514025,427.5851782,427.5951134,428.3365311,432.6046262,"['lshift', 'rshift']","[1.8104681249242276, 2.4815870409365743]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,432.6046262,432.8357257,432.8495805,433.5954529,437.8272805,"['lshift', 'rshift']","[1.493535166955553, 2.3108237499836832]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,442.1128081,442.3007485,442.3619829,443.0675063,447.3194548,['lshift'],[1.1819692080607638],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,447.3194548,447.5526755,447.560492,448.3120221,452.581286,"['lshift', 'rshift']","[1.595863249967806, 2.090586374979466]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,452.581286,452.8017044,452.828689,453.5677425,457.8208252,['rshift'],[1.5715692089870572],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,457.8208252,458.0524991,458.0654183,458.8120271,463.0638319,['rshift'],[1.499055749969557],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,463.0638319,463.310598,463.310598,464.0619895,468.329014,['rshift'],[1.5451181249227375],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,468.329014,468.5528608,468.5782855,469.3186462,473.5776068,['rshift'],[2.0735431669745594],,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,473.5776068,473.8120277,473.8187686,474.5619908,478.8282168,"['lshift', 'rshift']","[1.589068791945465, 3.6674285419285297]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,478.8282168,479.0619374,479.0696502,479.8120105,484.0521863,"['lshift', 'rshift']","[1.9021923750406131, 2.243530417094007]",,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
158,l1,t,es,f0c,../audio/158.wav,,l1_t_es_f0c_158,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,52,,,,,,,,,,,,,,,,,,,,,,489.5930395,489.7779104,489.8322509,490.5324306,494.7984982,"['lshift', 'rshift']","[1.2450895410729572, 2.2087631250033155]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
87,l1,f,sp,na,../audio/087.wav,,l1_f_sp_na_087,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,494.7984982,495.0283173,495.0441447,495.7828832,500.0520274,['rshift'],[1.5000440839212388],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
156,l1,t,es,f0c,../audio/156.wav,,l1_t_es_f0c_156,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,2,2,50,,,,,,,,,,,,,,,,,,,,,,500.0520274,500.2780872,500.2935007,501.034436,505.2964994,"['lshift', 'rshift']","[1.4882315000286326, 2.2514472079928964]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
20,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,3,3,44,,,,,,,,,,,,,,,,,,,,,,505.2964994,505.5278674,505.5434321,506.28458,510.5446353,"['lshift', 'rshift']","[1.30634854210075, 2.389096667058766]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
79,l1,f,se,na,../audio/079.wav,,l1_f_se_na_079,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,510.5446353,510.7778895,510.7847059,511.5352504,515.7956464,"['rshift', 'lshift']","[1.3404555839952081, 2.0648329589748755]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
