num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.stopped,exp1_trial_key.keys,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp1_key.stopped,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate
93,l1,f,sp,na,../audio/093.wav,,l1_f_sp_na_093,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,5,5,32,,,,,,,,,,,,,,,,,,,,,,515.7956464,516.0277759,516.0447052,516.784703,521.045685,['rshift'],[1.3273310830118135],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
152,l1,t,es,f0c,../audio/152.wav,,l1_t_es_f0c_152,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,6,6,46,,,,,,,,,,,,,,,,,,,,,,521.045685,521.2782475,521.2845419,522.0327104,526.2924357,"['lshift', 'rshift']","[1.4021387500688434, 2.3510908749885857]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
64,l1,f,en,na,../audio/064.wav,,l1_f_en_na_064,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,526.2924357,526.5269155,526.5317845,527.2846651,531.543377,['lshift'],[1.1515827080002055],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
61,l1,f,en,na,../audio/061.wav,,l1_f_en_na_061,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,531.543377,531.7769503,531.7834638,532.5333665,536.795311,['lshift'],[1.3128469999646768],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
76,l1,f,se,na,../audio/076.wav,,l1_f_se_na_076,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,536.795311,537.0268157,537.0448662,537.7835024,542.0457526,['rshift'],[1.207857207977213],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
84,l1,f,se,na,../audio/084.wav,,l1_f_se_na_084,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,10,10,23,,,,,,,,,,,,,,,,,,,,,,542.0457526,542.278061,542.2948046,543.0346498,547.2946243,"['rshift', 'lshift']","[1.450795124983415, 2.537261832971126]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
95,l1,f,sp,na,../audio/095.wav,,l1_f_sp_na_095,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,11,11,34,,,,,,,,,,,,,,,,,,,,,,547.2946243,547.5274379,547.5341809,548.284128,552.5433644,['rshift'],[1.5968476659618318],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
18,l1,t,es,na,../audio/018.wav,,l1_t_es_na_018,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,12,12,42,,,,,,,,,,,,,,,,,,,,,,552.5433644,552.7774592,552.7839218,553.5343918,557.7972463,"['rshift', 'lshift']","[1.2205119170248508, 2.7288761250674725]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
75,l1,f,en,na,../audio/075.wav,,l1_f_en_na_075,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,557.7972463,558.0273425,558.0436157,558.7828008,563.0444691,['lshift'],[2.7750441659009084],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
71,l1,f,en,na,../audio/071.wav,,l1_f_en_na_071,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,563.0444691,563.2782289,563.2847508,564.0339875,568.2959482,['lshift'],[1.8078138750279322],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
157,l1,t,es,f0c,../audio/157.wav,,l1_t_es_f0c_157,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,15,15,51,,,,,,,,,,,,,,,,,,,,,,568.2959482,568.5275258,568.5443306,569.284645,573.5451765,"['lshift', 'rshift']","[1.2131880419328809, 2.1954336250200868]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
74,l1,f,en,na,../audio/074.wav,,l1_f_en_na_074,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,573.5451765,573.7771495,573.7947571,574.5346525,578.7933917,['lshift'],[1.2186855409527197],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
94,l1,f,sp,na,../audio/094.wav,,l1_f_sp_na_094,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,17,17,33,,,,,,,,,,,,,,,,,,,,,,578.7933917,579.0277735,579.0344895,579.7841233,584.0464221,['rshift'],[1.4838253339985386],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
72,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,18,18,11,,,,,,,,,,,,,,,,,,,,,,584.0464221,584.277777,584.2934694,585.0334766,589.2947685,['lshift'],[1.2060993750346825],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
13,l1,t,es,na,../audio/013.wav,,l1_t_es_na_013,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,19,19,37,,,,,,,,,,,,,,,,,,,,,,589.2947685,589.5273336,589.5339654,590.2837585,594.5454853,"['lshift', 'rshift']","[1.5070403330028057, 2.6521257910644636]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
80,l1,f,se,na,../audio/080.wav,,l1_f_se_na_080,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,594.5454853,594.7778689,594.7847228,595.534356,599.7960412,"['rshift', 'lshift']","[1.5014194170944393, 2.303510917001404]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
85,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,21,21,24,,,,,,,,,,,,,,,,,,,,,,599.7960412,600.0277332,600.0444028,600.7833457,605.0428257,"['rshift', 'lshift']","[1.3849892080761492, 2.501566707971506]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
17,l1,t,es,na,../audio/017.wav,,l1_t_es_na_017,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,22,22,41,,,,,,,,,,,,,,,,,,,,,,605.0428257,605.2771346,605.2837064,606.0340843,610.2931723,"['lshift', 'rshift']","[1.5247877499787137, 2.4675807079765946]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
66,l1,f,en,na,../audio/066.wav,,l1_f_en_na_066,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,23,23,5,,,,,,,,,,,,,,,,,,,,,,610.2931723,610.5264243,610.533822,611.2844172,615.5467093,['lshift'],[1.4092614579712972],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
77,l1,f,se,na,../audio/077.wav,,l1_f_se_na_077,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,615.5467093,615.7767052,615.7942061,616.5344219,620.7943798,"['rshift', 'lshift']","[1.6625269169453532, 2.3553653339622542]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
86,l1,f,sp,na,../audio/086.wav,,l1_f_sp_na_086,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,620.7943798,621.0274765,621.0341635,621.7834703,626.0435965,['rshift'],[1.4565551669802517],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
155,l1,t,es,f0c,../audio/155.wav,,l1_t_es_f0c_155,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,26,26,49,,,,,,,,,,,,,,,,,,,,,,626.0435965,626.2776445,626.284124,627.034252,631.2948898,"['lshift', 'rshift']","[1.4962552500655875, 2.1342154170852154]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
160,l1,t,es,f0c,../audio/160.wav,,l1_t_es_f0c_160,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,27,27,54,,,,,,,,,,,,,,,,,,,,,,631.2948898,631.5275803,631.5342353,632.2834983,636.5441768,"['lshift', 'rshift']","[1.6120602079899982, 2.6619776249863207]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
151,l1,t,es,f0c,../audio/151.wav,,l1_t_es_f0c_151,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,28,28,45,,,,,,,,,,,,,,,,,,,,,,636.5441768,636.7770754,636.7829578,637.5324981,641.795479,"['lshift', 'rshift']","[1.5235517079709098, 2.134467708063312]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
81,l1,f,se,na,../audio/081.wav,,l1_f_se_na_081,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,29,29,20,,,,,,,,,,,,,,,,,,,,,,641.795479,642.02616,642.0427902,642.7837882,647.0449561,"['lshift', 'rshift', 'lshift']","[1.925396791077219, 2.3682726660044864, 3.5814003749983385]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
67,l1,f,en,na,../audio/067.wav,,l1_f_en_na_067,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,30,30,6,,,,,,,,,,,,,,,,,,,,,,647.0449561,647.2767902,647.2927912,648.0331976,652.2940004,['lshift'],[2.1306730000069365],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
91,l1,f,sp,na,../audio/091.wav,,l1_f_sp_na_091,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,31,31,30,,,,,,,,,,,,,,,,,,,,,,652.2940004,652.5262801,652.5441392,653.2838907,657.5426349,['rshift'],[1.7311622080160305],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
11,l1,t,es,na,../audio/011.wav,,l1_t_es_na_011,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,32,32,35,,,,,,,,,,,,,,,,,,,,,,657.5426349,657.7768755,657.7839215,658.533799,662.7979398,"['lshift', 'rshift']","[1.6874015000648797, 2.624867625068873]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
15,l1,t,es,na,../audio/015.wav,,l1_t_es_na_015,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,33,33,39,,,,,,,,,,,,,,,,,,,,,,662.7979398,663.0271635,663.0440084,663.783556,668.0440437,"['lshift', 'rshift']","[1.5852735829539597, 2.217871750006452]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
63,l1,f,en,na,../audio/063.wav,,l1_f_en_na_063,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,34,34,2,,,,,,,,,,,,,,,,,,,,,,668.0440437,668.276012,668.2939111,669.0336026,673.2927903,['lshift'],[1.5520654999418184],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
19,l1,t,es,na,../audio/019.wav,,l1_t_es_na_019,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,35,35,43,,,,,,,,,,,,,,,,,,,,,,673.2927903,673.5266933,673.5332989,674.2836838,678.5461968,"['lshift', 'rshift']","[1.4301562090404332, 2.724822917021811]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
90,l1,f,sp,na,../audio/090.wav,,l1_f_sp_na_090,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,36,36,29,,,,,,,,,,,,,,,,,,,,,,678.5461968,678.7771022,678.793132,679.5308359,683.7948019,['rshift'],[1.54161487496458],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
82,l1,f,se,na,../audio/082.wav,,l1_f_se_na_082,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,37,37,21,,,,,,,,,,,,,,,,,,,,,,683.7948019,684.0271272,684.0437756,684.7857952,689.0433155,"['rshift', 'lshift']","[1.280846125097014, 2.6094219170045108]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
83,l1,f,se,na,../audio/083.wav,,l1_f_se_na_083,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,38,38,22,,,,,,,,,,,,,,,,,,,,,,689.0433155,689.2767012,689.2837617,690.0343703,694.2982308,"['rshift', 'lshift']","[1.459513375069946, 2.963291750056669]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
14,l1,t,es,na,../audio/014.wav,,l1_t_es_na_014,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,38,,,,,,,,,,,,,,,,,,,,,,694.2982308,694.526668,694.5432555,695.2835711,699.5429555,"['rshift', 'lshift', 'rshift']","[1.3937012500828132, 1.9286701250821352, 2.904295042040758]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
12,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,40,40,36,,,,,,,,,,,,,,,,,,,,,,699.5429555,699.7770067,699.7839328,700.531179,704.7960223,"['lshift', 'rshift']","[1.8183140829205513, 2.7090959169436246]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
88,l1,f,sp,na,../audio/088.wav,,l1_f_sp_na_088,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,41,41,27,,,,,,,,,,,,,,,,,,,,,,704.7960223,705.0270324,705.0435827,705.7836295,710.0445287,['rshift'],[1.5960334170376882],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
154,l1,t,es,f0c,../audio/154.wav,,l1_t_es_f0c_154,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,42,42,48,,,,,,,,,,,,,,,,,,,,,,710.0445287,710.2765567,710.2937523,711.0336098,715.3021132,"['lshift', 'rshift']","[1.8266665829578415, 2.654489165986888]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
65,l1,f,en,na,../audio/065.wav,,l1_f_en_na_065,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,43,43,4,,,,,,,,,,,,,,,,,,,,,,715.3021132,715.5253984,715.5504095,716.2839515,720.5452315,['lshift'],[1.2024891660548747],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
73,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,44,44,12,,,,,,,,,,,,,,,,,,,,,,720.5452315,720.7763333,720.7937972,721.5319045,725.7952824,['lshift'],[1.1847663749940693],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
16,l1,t,es,na,../audio/016.wav,,l1_t_es_na_016,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,45,45,40,,,,,,,,,,,,,,,,,,,,,,725.7952824,726.0262356,726.0432362,726.7825087,731.0417258,"['lshift', 'rshift']","[1.370475957985036, 3.0292102919192985]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
153,l1,t,es,f0c,../audio/153.wav,,l1_t_es_f0c_153,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,46,46,47,,,,,,,,,,,,,,,,,,,,,,731.0417258,731.2768009,731.2833303,732.0314173,736.2961255,"['lshift', 'rshift']","[1.9069115419406444, 2.91100037493743]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
92,l1,f,sp,na,../audio/092.wav,,l1_f_sp_na_092,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,47,47,31,,,,,,,,,,,,,,,,,,,,,,736.2961255,736.526702,736.5435074,737.2836995,741.5447402,['rshift'],[1.517622375045903],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
69,l1,f,en,na,../audio/069.wav,,l1_f_en_na_069,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,48,48,8,,,,,,,,,,,,,,,,,,,,,,741.5447402,741.7767135,741.7923428,742.5339,746.7999214,['lshift'],[1.423205583007075],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
89,l1,f,sp,na,../audio/089.wav,,l1_f_sp_na_089,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,49,49,28,,,,,,,,,,,,,,,,,,,,,,746.7999214,747.0265765,747.043208,747.7818154,752.045038,['rshift'],[1.4582544589648023],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
68,l1,f,en,na,../audio/068.wav,,l1_f_en_na_068,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,50,50,7,,,,,,,,,,,,,,,,,,,,,,752.045038,752.2765708,752.2934267,753.0328141,757.2983167,['lshift'],[1.358227875083685],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
70,l1,f,en,na,../audio/070.wav,,l1_f_en_na_070,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,51,51,9,,,,,,,,,,,,,,,,,,,,,,757.2983167,757.5280485,757.5426994,758.2839831,762.5514932,['lshift'],[1.8327119580935687],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
62,l1,f,en,na,../audio/062.wav,,l1_f_en_na_062,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,52,52,1,,,,,,,,,,,,,,,,,,,,,,762.5514932,762.7766507,762.7922206,763.5326592,767.7966568,['lshift'],[1.3559672499541193],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
78,l1,f,se,na,../audio/078.wav,,l1_f_se_na_078,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,53,53,17,,,,,,,,,,,,,,,,,,,,,,767.7966568,768.0265548,768.042771,768.7826161,773.0497215,['rshift'],[1.3210532079683617],28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None
159,l1,t,es,f0c,../audio/159.wav,,l1_t_es_f0c_159,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,54,54,53,,,,,,,,,,,,,,,,,,,,,,773.0497215,773.2767469,773.2933683,774.0337462,778.2664712,"['lshift', 'rshift']","[1.2372437079902738, 2.416614415938966]",28,1,2023-05-05_15h19.23.523,exp_g2,2022.2.5,None